municipio,trimestre,Nivel de Instrução,quantidade de escolaridade
Aracaju (SE),4º trimestre 2017,Ensino fundamental incompleto ou equivalente,124.0
Aracaju (SE),4º trimestre 2017,Ensino fundamental completo ou equivalente,37.0
Aracaju (SE),4º trimestre 2017,Ensino médio incompleto ou equivalente,35.0
Aracaju (SE),4º trimestre 2017,Ensino médio completo ou equivalente,160.0
Aracaju (SE),4º trimestre 2017,Ensino superior incompleto ou equivalente,44.0
Aracaju (SE),4º trimestre 2017,Ensino superior completo ou equivalente,110.0
Aracaju (SE),4º trimestre 2017,Não determinado,0.0
Aracaju (SE),1º trimestre 2018,Sem instrução e menos de 1 ano de estudo,19.0
Aracaju (SE),1º trimestre 2018,Ensino fundamental incompleto ou equivalente,120.0
Aracaju (SE),1º trimestre 2018,Ensino fundamental completo ou equivalente,35.0
Aracaju (SE),1º trimestre 2018,Ensino médio incompleto ou equivalente,40.0
Aracaju (SE),1º trimestre 2018,Ensino médio completo ou equivalente,150.0
Aracaju (SE),1º trimestre 2018,Ensino superior incompleto ou equivalente,43.0
Aracaju (SE),1º trimestre 2018,Ensino superior completo ou equivalente,114.0
Aracaju (SE),1º trimestre 2018,Não determinado,0.0
Aracaju (SE),2º trimestre 2018,Sem instrução e menos de 1 ano de estudo,22.0
Aracaju (SE),2º trimestre 2018,Ensino fundamental incompleto ou equivalente,116.0
Aracaju (SE),2º trimestre 2018,Ensino fundamental completo ou equivalente,37.0
Aracaju (SE),2º trimestre 2018,Ensino médio incompleto ou equivalente,35.0
Aracaju (SE),2º trimestre 2018,Ensino médio completo ou equivalente,152.0
Aracaju (SE),2º trimestre 2018,Ensino superior incompleto ou equivalente,43.0
Aracaju (SE),2º trimestre 2018,Ensino superior completo ou equivalente,110.0
Aracaju (SE),2º trimestre 2018,Não determinado,0.0
Aracaju (SE),3º trimestre 2018,Sem instrução e menos de 1 ano de estudo,19.0
Aracaju (SE),3º trimestre 2018,Ensino fundamental incompleto ou equivalente,112.0
Aracaju (SE),3º trimestre 2018,Ensino fundamental completo ou equivalente,51.0
Aracaju (SE),3º trimestre 2018,Ensino médio incompleto ou equivalente,33.0
Aracaju (SE),3º trimestre 2018,Ensino médio completo ou equivalente,149.0
Aracaju (SE),3º trimestre 2018,Ensino superior incompleto ou equivalente,44.0
Aracaju (SE),3º trimestre 2018,Ensino superior completo ou equivalente,111.0
Aracaju (SE),3º trimestre 2018,Não determinado,0.0
Aracaju (SE),4º trimestre 2018,Sem instrução e menos de 1 ano de estudo,20.0
Aracaju (SE),4º trimestre 2018,Ensino fundamental incompleto ou equivalente,114.0
Aracaju (SE),4º trimestre 2018,Ensino fundamental completo ou equivalente,46.0
Aracaju (SE),4º trimestre 2018,Ensino médio incompleto ou equivalente,39.0
Aracaju (SE),4º trimestre 2018,Ensino médio completo ou equivalente,149.0
Aracaju (SE),4º trimestre 2018,Ensino superior incompleto ou equivalente,48.0
Aracaju (SE),4º trimestre 2018,Ensino superior completo ou equivalente,112.0
Aracaju (SE),4º trimestre 2018,Não determinado,0.0
Aracaju (SE),1º trimestre 2019,Sem instrução e menos de 1 ano de estudo,16.0
Aracaju (SE),1º trimestre 2019,Ensino fundamental incompleto ou equivalente,120.0
Aracaju (SE),1º trimestre 2019,Ensino fundamental completo ou equivalente,43.0
Aracaju (SE),1º trimestre 2019,Ensino médio incompleto ou equivalente,32.0
Aracaju (SE),1º trimestre 2019,Ensino médio completo ou equivalente,162.0
Aracaju (SE),1º trimestre 2019,Ensino superior incompleto ou equivalente,46.0
Aracaju (SE),1º trimestre 2019,Ensino superior completo ou equivalente,106.0
Aracaju (SE),1º trimestre 2019,Não determinado,0.0
Aracaju (SE),2º trimestre 2019,Sem instrução e menos de 1 ano de estudo,20.0
Aracaju (SE),2º trimestre 2019,Ensino fundamental incompleto ou equivalente,116.0
Aracaju (SE),2º trimestre 2019,Ensino fundamental completo ou equivalente,42.0
Aracaju (SE),2º trimestre 2019,Ensino médio incompleto ou equivalente,35.0
Aracaju (SE),2º trimestre 2019,Ensino médio completo ou equivalente,166.0
Aracaju (SE),2º trimestre 2019,Ensino superior incompleto ou equivalente,42.0
Aracaju (SE),2º trimestre 2019,Ensino superior completo ou equivalente,112.0
Aracaju (SE),2º trimestre 2019,Não determinado,0.0
Aracaju (SE),3º trimestre 2019,Sem instrução e menos de 1 ano de estudo,19.0
Aracaju (SE),3º trimestre 2019,Ensino fundamental incompleto ou equivalente,116.0
Aracaju (SE),3º trimestre 2019,Ensino fundamental completo ou equivalente,31.0
Aracaju (SE),3º trimestre 2019,Ensino médio incompleto ou equivalente,35.0
Aracaju (SE),3º trimestre 2019,Ensino médio completo ou equivalente,168.0
Aracaju (SE),3º trimestre 2019,Ensino superior incompleto ou equivalente,45.0
Aracaju (SE),3º trimestre 2019,Ensino superior completo ou equivalente,118.0
Aracaju (SE),3º trimestre 2019,Não determinado,0.0
Aracaju (SE),4º trimestre 2019,Sem instrução e menos de 1 ano de estudo,15.0
Aracaju (SE),4º trimestre 2019,Ensino fundamental incompleto ou equivalente,105.0
Aracaju (SE),4º trimestre 2019,Ensino fundamental completo ou equivalente,30.0
Aracaju (SE),4º trimestre 2019,Ensino médio incompleto ou equivalente,44.0
Aracaju (SE),4º trimestre 2019,Ensino médio completo ou equivalente,167.0
Aracaju (SE),4º trimestre 2019,Ensino superior incompleto ou equivalente,48.0
Aracaju (SE),4º trimestre 2019,Ensino superior completo ou equivalente,123.0
Aracaju (SE),4º trimestre 2019,Não determinado,0.0
Aracaju (SE),1º trimestre 2020,Sem instrução e menos de 1 ano de estudo,19.0
Aracaju (SE),1º trimestre 2020,Ensino fundamental incompleto ou equivalente,96.0
Aracaju (SE),1º trimestre 2020,Ensino fundamental completo ou equivalente,34.0
Aracaju (SE),1º trimestre 2020,Ensino médio incompleto ou equivalente,44.0
Aracaju (SE),1º trimestre 2020,Ensino médio completo ou equivalente,179.0
Aracaju (SE),1º trimestre 2020,Ensino superior incompleto ou equivalente,48.0
Aracaju (SE),1º trimestre 2020,Ensino superior completo ou equivalente,113.0
Aracaju (SE),1º trimestre 2020,Não determinado,0.0
Aracaju (SE),2º trimestre 2020,Sem instrução e menos de 1 ano de estudo,0.0
Aracaju (SE),2º trimestre 2020,Ensino fundamental incompleto ou equivalente,0.0
Aracaju (SE),2º trimestre 2020,Ensino fundamental completo ou equivalente,0.0
Aracaju (SE),2º trimestre 2020,Ensino médio incompleto ou equivalente,0.0
Aracaju (SE),2º trimestre 2020,Ensino médio completo ou equivalente,0.0
Aracaju (SE),2º trimestre 2020,Ensino superior incompleto ou equivalente,0.0
Aracaju (SE),2º trimestre 2020,Ensino superior completo ou equivalente,0.0
Aracaju (SE),2º trimestre 2020,Não determinado,0.0
Aracaju (SE),3º trimestre 2020,Sem instrução e menos de 1 ano de estudo,0.0
Aracaju (SE),3º trimestre 2020,Ensino fundamental incompleto ou equivalente,0.0
Aracaju (SE),3º trimestre 2020,Ensino fundamental completo ou equivalente,0.0
Aracaju (SE),3º trimestre 2020,Ensino médio incompleto ou equivalente,0.0
Aracaju (SE),3º trimestre 2020,Ensino médio completo ou equivalente,0.0
Aracaju (SE),3º trimestre 2020,Ensino superior incompleto ou equivalente,0.0
Aracaju (SE),3º trimestre 2020,Ensino superior completo ou equivalente,0.0
Aracaju (SE),3º trimestre 2020,Não determinado,0.0
Aracaju (SE),4º trimestre 2020,Sem instrução e menos de 1 ano de estudo,0.0
Aracaju (SE),4º trimestre 2020,Ensino fundamental incompleto ou equivalente,0.0
Aracaju (SE),4º trimestre 2020,Ensino fundamental completo ou equivalente,0.0
Aracaju (SE),4º trimestre 2020,Ensino médio incompleto ou equivalente,0.0
Aracaju (SE),4º trimestre 2020,Ensino médio completo ou equivalente,0.0
Aracaju (SE),4º trimestre 2020,Ensino superior incompleto ou equivalente,0.0
Aracaju (SE),4º trimestre 2020,Ensino superior completo ou equivalente,0.0
Aracaju (SE),4º trimestre 2020,Não determinado,0.0
Aracaju (SE),1º trimestre 2021,Sem instrução e menos de 1 ano de estudo,0.0
Aracaju (SE),1º trimestre 2021,Ensino fundamental incompleto ou equivalente,0.0
Aracaju (SE),1º trimestre 2021,Ensino fundamental completo ou equivalente,0.0
Aracaju (SE),1º trimestre 2021,Ensino médio incompleto ou equivalente,0.0
Aracaju (SE),1º trimestre 2021,Ensino médio completo ou equivalente,0.0
Aracaju (SE),1º trimestre 2021,Ensino superior incompleto ou equivalente,0.0
Aracaju (SE),1º trimestre 2021,Ensino superior completo ou equivalente,0.0
Aracaju (SE),1º trimestre 2021,Não determinado,0.0
Aracaju (SE),2º trimestre 2021,Sem instrução e menos de 1 ano de estudo,0.0
Aracaju (SE),2º trimestre 2021,Ensino fundamental incompleto ou equivalente,0.0
Aracaju (SE),2º trimestre 2021,Ensino fundamental completo ou equivalente,0.0
Aracaju (SE),2º trimestre 2021,Ensino médio incompleto ou equivalente,0.0
Aracaju (SE),2º trimestre 2021,Ensino médio completo ou equivalente,0.0
Aracaju (SE),2º trimestre 2021,Ensino superior incompleto ou equivalente,0.0
Aracaju (SE),2º trimestre 2021,Ensino superior completo ou equivalente,0.0
Aracaju (SE),2º trimestre 2021,Não determinado,0.0
Aracaju (SE),3º trimestre 2021,Sem instrução e menos de 1 ano de estudo,0.0
Aracaju (SE),3º trimestre 2021,Ensino fundamental incompleto ou equivalente,0.0
Aracaju (SE),3º trimestre 2021,Ensino fundamental completo ou equivalente,0.0
Aracaju (SE),3º trimestre 2021,Ensino médio incompleto ou equivalente,0.0
Aracaju (SE),3º trimestre 2021,Ensino médio completo ou equivalente,0.0
Aracaju (SE),3º trimestre 2021,Ensino superior incompleto ou equivalente,0.0
Aracaju (SE),3º trimestre 2021,Ensino superior completo ou equivalente,0.0
Aracaju (SE),3º trimestre 2021,Não determinado,0.0
Aracaju (SE),4º trimestre 2021,Sem instrução e menos de 1 ano de estudo,0.0
Aracaju (SE),4º trimestre 2021,Ensino fundamental incompleto ou equivalente,0.0
Aracaju (SE),4º trimestre 2021,Ensino fundamental completo ou equivalente,0.0
Aracaju (SE),4º trimestre 2021,Ensino médio incompleto ou equivalente,0.0
Aracaju (SE),4º trimestre 2021,Ensino médio completo ou equivalente,0.0
Aracaju (SE),4º trimestre 2021,Ensino superior incompleto ou equivalente,0.0
Aracaju (SE),4º trimestre 2021,Ensino superior completo ou equivalente,0.0
Aracaju (SE),4º trimestre 2021,Não determinado,0.0
Aracaju (SE),1º trimestre 2022,Sem instrução e menos de 1 ano de estudo,0.0
Aracaju (SE),1º trimestre 2022,Ensino fundamental incompleto ou equivalente,0.0
Aracaju (SE),1º trimestre 2022,Ensino fundamental completo ou equivalente,0.0
Aracaju (SE),1º trimestre 2022,Ensino médio incompleto ou equivalente,0.0
Aracaju (SE),1º trimestre 2022,Ensino médio completo ou equivalente,0.0
Aracaju (SE),1º trimestre 2022,Ensino superior incompleto ou equivalente,0.0
Aracaju (SE),1º trimestre 2022,Ensino superior completo ou equivalente,0.0
Aracaju (SE),1º trimestre 2022,Não determinado,0.0
Aracaju (SE),2º trimestre 2022,Sem instrução e menos de 1 ano de estudo,17.0
Aracaju (SE),2º trimestre 2022,Ensino fundamental incompleto ou equivalente,107.0
Aracaju (SE),2º trimestre 2022,Ensino fundamental completo ou equivalente,38.0
Aracaju (SE),2º trimestre 2022,Ensino médio incompleto ou equivalente,44.0
Aracaju (SE),2º trimestre 2022,Ensino médio completo ou equivalente,179.0
Aracaju (SE),2º trimestre 2022,Ensino superior incompleto ou equivalente,51.0
Aracaju (SE),2º trimestre 2022,Ensino superior completo ou equivalente,125.0
Aracaju (SE),2º trimestre 2022,Não determinado,0.0
Aracaju (SE),3º trimestre 2022,Sem instrução e menos de 1 ano de estudo,18.0
Aracaju (SE),3º trimestre 2022,Ensino fundamental incompleto ou equivalente,122.0
Aracaju (SE),3º trimestre 2022,Ensino fundamental completo ou equivalente,37.0
Aracaju (SE),3º trimestre 2022,Ensino médio incompleto ou equivalente,38.0
Aracaju (SE),3º trimestre 2022,Ensino médio completo ou equivalente,168.0
Aracaju (SE),3º trimestre 2022,Ensino superior incompleto ou equivalente,45.0
Aracaju (SE),3º trimestre 2022,Ensino superior completo ou equivalente,130.0
Aracaju (SE),3º trimestre 2022,Não determinado,0.0
Aracaju (SE),4º trimestre 2022,Sem instrução e menos de 1 ano de estudo,12.0
Aracaju (SE),4º trimestre 2022,Ensino fundamental incompleto ou equivalente,115.0
Aracaju (SE),4º trimestre 2022,Ensino fundamental completo ou equivalente,31.0
Aracaju (SE),4º trimestre 2022,Ensino médio incompleto ou equivalente,40.0
Aracaju (SE),4º trimestre 2022,Ensino médio completo ou equivalente,167.0
Aracaju (SE),4º trimestre 2022,Ensino superior incompleto ou equivalente,46.0
Aracaju (SE),4º trimestre 2022,Ensino superior completo ou equivalente,144.0
Aracaju (SE),4º trimestre 2022,Não determinado,0.0
Aracaju (SE),1º trimestre 2023,Sem instrução e menos de 1 ano de estudo,12.0
Aracaju (SE),1º trimestre 2023,Ensino fundamental incompleto ou equivalente,108.0
Aracaju (SE),1º trimestre 2023,Ensino fundamental completo ou equivalente,46.0
Aracaju (SE),1º trimestre 2023,Ensino médio incompleto ou equivalente,43.0
Aracaju (SE),1º trimestre 2023,Ensino médio completo ou equivalente,165.0
Aracaju (SE),1º trimestre 2023,Ensino superior incompleto ou equivalente,46.0
Aracaju (SE),1º trimestre 2023,Ensino superior completo ou equivalente,143.0
Aracaju (SE),1º trimestre 2023,Não determinado,0.0
Aracaju (SE),2º trimestre 2023,Sem instrução e menos de 1 ano de estudo,16.0
Aracaju (SE),2º trimestre 2023,Ensino fundamental incompleto ou equivalente,109.0
Aracaju (SE),2º trimestre 2023,Ensino fundamental completo ou equivalente,41.0
Aracaju (SE),2º trimestre 2023,Ensino médio incompleto ou equivalente,45.0
Aracaju (SE),2º trimestre 2023,Ensino médio completo ou equivalente,156.0
Aracaju (SE),2º trimestre 2023,Ensino superior incompleto ou equivalente,45.0
Aracaju (SE),2º trimestre 2023,Ensino superior completo ou equivalente,149.0
Aracaju (SE),2º trimestre 2023,Não determinado,0.0
Aracaju (SE),3º trimestre 2023,Sem instrução e menos de 1 ano de estudo,15.0
Aracaju (SE),3º trimestre 2023,Ensino fundamental incompleto ou equivalente,112.0
Aracaju (SE),3º trimestre 2023,Ensino fundamental completo ou equivalente,45.0
Aracaju (SE),3º trimestre 2023,Ensino médio incompleto ou equivalente,41.0
Aracaju (SE),3º trimestre 2023,Ensino médio completo ou equivalente,163.0
Aracaju (SE),3º trimestre 2023,Ensino superior incompleto ou equivalente,47.0
Aracaju (SE),3º trimestre 2023,Ensino superior completo ou equivalente,142.0
Aracaju (SE),3º trimestre 2023,Não determinado,0.0
Aracaju (SE),4º trimestre 2023,Sem instrução e menos de 1 ano de estudo,19.0
Aracaju (SE),4º trimestre 2023,Ensino fundamental incompleto ou equivalente,113.0
Aracaju (SE),4º trimestre 2023,Ensino fundamental completo ou equivalente,46.0
Aracaju (SE),4º trimestre 2023,Ensino médio incompleto ou equivalente,38.0
Aracaju (SE),4º trimestre 2023,Ensino médio completo ou equivalente,165.0
Aracaju (SE),4º trimestre 2023,Ensino superior incompleto ou equivalente,49.0
Aracaju (SE),4º trimestre 2023,Ensino superior completo ou equivalente,136.0
Aracaju (SE),4º trimestre 2023,Não determinado,0.0
Aracaju (SE),1º trimestre 2024,Sem instrução e menos de 1 ano de estudo,15.0
Aracaju (SE),1º trimestre 2024,Ensino fundamental incompleto ou equivalente,102.0
Aracaju (SE),1º trimestre 2024,Ensino fundamental completo ou equivalente,52.0
Aracaju (SE),1º trimestre 2024,Ensino médio incompleto ou equivalente,39.0
Aracaju (SE),1º trimestre 2024,Ensino médio completo ou equivalente,177.0
Aracaju (SE),1º trimestre 2024,Ensino superior incompleto ou equivalente,52.0
Aracaju (SE),1º trimestre 2024,Ensino superior completo ou equivalente,138.0
Aracaju (SE),1º trimestre 2024,Não determinado,0.0
Aracaju (SE),2º trimestre 2024,Sem instrução e menos de 1 ano de estudo,13.0
Aracaju (SE),2º trimestre 2024,Ensino fundamental incompleto ou equivalente,105.0
Aracaju (SE),2º trimestre 2024,Ensino fundamental completo ou equivalente,47.0
Aracaju (SE),2º trimestre 2024,Ensino médio incompleto ou equivalente,36.0
Aracaju (SE),2º trimestre 2024,Ensino médio completo ou equivalente,180.0
Aracaju (SE),2º trimestre 2024,Ensino superior incompleto ou equivalente,49.0
Aracaju (SE),2º trimestre 2024,Ensino superior completo ou equivalente,140.0
Aracaju (SE),2º trimestre 2024,Não determinado,0.0
Aracaju (SE),3º trimestre 2024,Sem instrução e menos de 1 ano de estudo,13.0
Aracaju (SE),3º trimestre 2024,Ensino fundamental incompleto ou equivalente,110.0
Aracaju (SE),3º trimestre 2024,Ensino fundamental completo ou equivalente,47.0
Aracaju (SE),3º trimestre 2024,Ensino médio incompleto ou equivalente,35.0
Aracaju (SE),3º trimestre 2024,Ensino médio completo ou equivalente,186.0
Aracaju (SE),3º trimestre 2024,Ensino superior incompleto ou equivalente,50.0
Aracaju (SE),3º trimestre 2024,Ensino superior completo ou equivalente,137.0
Aracaju (SE),3º trimestre 2024,Não determinado,0.0
Aracaju (SE),4º trimestre 2024,Sem instrução e menos de 1 ano de estudo,9.0
Aracaju (SE),4º trimestre 2024,Ensino fundamental incompleto ou equivalente,117.0
Aracaju (SE),4º trimestre 2024,Ensino fundamental completo ou equivalente,37.0
Aracaju (SE),4º trimestre 2024,Ensino médio incompleto ou equivalente,39.0
Aracaju (SE),4º trimestre 2024,Ensino médio completo ou equivalente,188.0
Aracaju (SE),4º trimestre 2024,Ensino superior incompleto ou equivalente,46.0
Aracaju (SE),4º trimestre 2024,Ensino superior completo ou equivalente,142.0
Aracaju (SE),4º trimestre 2024,Não determinado,0.0
Salvador (BA),1º trimestre 2012,Sem instrução e menos de 1 ano de estudo,45.0
Salvador (BA),1º trimestre 2012,Ensino fundamental incompleto ou equivalente,577.0
Salvador (BA),1º trimestre 2012,Ensino fundamental completo ou equivalente,168.0
Salvador (BA),1º trimestre 2012,Ensino médio incompleto ou equivalente,203.0
Salvador (BA),1º trimestre 2012,Ensino médio completo ou equivalente,779.0
Salvador (BA),1º trimestre 2012,Ensino superior incompleto ou equivalente,135.0
Salvador (BA),1º trimestre 2012,Ensino superior completo ou equivalente,324.0
Salvador (BA),1º trimestre 2012,Não determinado,0.0
Salvador (BA),2º trimestre 2012,Sem instrução e menos de 1 ano de estudo,52.0
Salvador (BA),2º trimestre 2012,Ensino fundamental incompleto ou equivalente,569.0
Salvador (BA),2º trimestre 2012,Ensino fundamental completo ou equivalente,192.0
Salvador (BA),2º trimestre 2012,Ensino médio incompleto ou equivalente,186.0
Salvador (BA),2º trimestre 2012,Ensino médio completo ou equivalente,794.0
Salvador (BA),2º trimestre 2012,Ensino superior incompleto ou equivalente,149.0
Salvador (BA),2º trimestre 2012,Ensino superior completo ou equivalente,293.0
Salvador (BA),2º trimestre 2012,Não determinado,0.0
Salvador (BA),3º trimestre 2012,Sem instrução e menos de 1 ano de estudo,45.0
Salvador (BA),3º trimestre 2012,Ensino fundamental incompleto ou equivalente,615.0
Salvador (BA),3º trimestre 2012,Ensino fundamental completo ou equivalente,174.0
Salvador (BA),3º trimestre 2012,Ensino médio incompleto ou equivalente,180.0
Salvador (BA),3º trimestre 2012,Ensino médio completo ou equivalente,765.0
Salvador (BA),3º trimestre 2012,Ensino superior incompleto ou equivalente,152.0
Salvador (BA),3º trimestre 2012,Ensino superior completo ou equivalente,320.0
Salvador (BA),3º trimestre 2012,Não determinado,0.0
Salvador (BA),4º trimestre 2012,Sem instrução e menos de 1 ano de estudo,47.0
Salvador (BA),4º trimestre 2012,Ensino fundamental incompleto ou equivalente,597.0
Salvador (BA),4º trimestre 2012,Ensino fundamental completo ou equivalente,187.0
Salvador (BA),4º trimestre 2012,Ensino médio incompleto ou equivalente,179.0
Salvador (BA),4º trimestre 2012,Ensino médio completo ou equivalente,771.0
Salvador (BA),4º trimestre 2012,Ensino superior incompleto ou equivalente,142.0
Salvador (BA),4º trimestre 2012,Ensino superior completo ou equivalente,326.0
Salvador (BA),4º trimestre 2012,Não determinado,0.0
Salvador (BA),1º trimestre 2013,Sem instrução e menos de 1 ano de estudo,58.0
Salvador (BA),1º trimestre 2013,Ensino fundamental incompleto ou equivalente,616.0
Salvador (BA),1º trimestre 2013,Ensino fundamental completo ou equivalente,192.0
Salvador (BA),1º trimestre 2013,Ensino médio incompleto ou equivalente,188.0
Salvador (BA),1º trimestre 2013,Ensino médio completo ou equivalente,752.0
Salvador (BA),1º trimestre 2013,Ensino superior incompleto ou equivalente,132.0
Salvador (BA),1º trimestre 2013,Ensino superior completo ou equivalente,310.0
Salvador (BA),1º trimestre 2013,Não determinado,0.0
Salvador (BA),2º trimestre 2013,Sem instrução e menos de 1 ano de estudo,56.0
Salvador (BA),2º trimestre 2013,Ensino fundamental incompleto ou equivalente,567.0
Salvador (BA),2º trimestre 2013,Ensino fundamental completo ou equivalente,191.0
Salvador (BA),2º trimestre 2013,Ensino médio incompleto ou equivalente,197.0
Salvador (BA),2º trimestre 2013,Ensino médio completo ou equivalente,810.0
Salvador (BA),2º trimestre 2013,Ensino superior incompleto ou equivalente,134.0
Salvador (BA),2º trimestre 2013,Ensino superior completo ou equivalente,325.0
Salvador (BA),2º trimestre 2013,Não determinado,0.0
Salvador (BA),3º trimestre 2013,Sem instrução e menos de 1 ano de estudo,54.0
Salvador (BA),3º trimestre 2013,Ensino fundamental incompleto ou equivalente,521.0
Salvador (BA),3º trimestre 2013,Ensino fundamental completo ou equivalente,234.0
Salvador (BA),3º trimestre 2013,Ensino médio incompleto ou equivalente,194.0
Salvador (BA),3º trimestre 2013,Ensino médio completo ou equivalente,835.0
Salvador (BA),3º trimestre 2013,Ensino superior incompleto ou equivalente,116.0
Salvador (BA),3º trimestre 2013,Ensino superior completo ou equivalente,308.0
Salvador (BA),3º trimestre 2013,Não determinado,0.0
Salvador (BA),4º trimestre 2013,Sem instrução e menos de 1 ano de estudo,49.0
Salvador (BA),4º trimestre 2013,Ensino fundamental incompleto ou equivalente,544.0
Salvador (BA),4º trimestre 2013,Ensino fundamental completo ou equivalente,185.0
Salvador (BA),4º trimestre 2013,Ensino médio incompleto ou equivalente,218.0
Salvador (BA),4º trimestre 2013,Ensino médio completo ou equivalente,805.0
Salvador (BA),4º trimestre 2013,Ensino superior incompleto ou equivalente,121.0
Salvador (BA),4º trimestre 2013,Ensino superior completo ou equivalente,336.0
Salvador (BA),4º trimestre 2013,Não determinado,0.0
Salvador (BA),1º trimestre 2014,Sem instrução e menos de 1 ano de estudo,41.0
Salvador (BA),1º trimestre 2014,Ensino fundamental incompleto ou equivalente,553.0
Salvador (BA),1º trimestre 2014,Ensino fundamental completo ou equivalente,167.0
Salvador (BA),1º trimestre 2014,Ensino médio incompleto ou equivalente,203.0
Salvador (BA),1º trimestre 2014,Ensino médio completo ou equivalente,826.0
Salvador (BA),1º trimestre 2014,Ensino superior incompleto ou equivalente,142.0
Salvador (BA),1º trimestre 2014,Ensino superior completo ou equivalente,343.0
Salvador (BA),1º trimestre 2014,Não determinado,0.0
Salvador (BA),2º trimestre 2014,Sem instrução e menos de 1 ano de estudo,35.0
Salvador (BA),2º trimestre 2014,Ensino fundamental incompleto ou equivalente,510.0
Salvador (BA),2º trimestre 2014,Ensino fundamental completo ou equivalente,180.0
Salvador (BA),2º trimestre 2014,Ensino médio incompleto ou equivalente,197.0
Salvador (BA),2º trimestre 2014,Ensino médio completo ou equivalente,845.0
Salvador (BA),2º trimestre 2014,Ensino superior incompleto ou equivalente,154.0
Salvador (BA),2º trimestre 2014,Ensino superior completo ou equivalente,370.0
Salvador (BA),2º trimestre 2014,Não determinado,0.0
Salvador (BA),3º trimestre 2014,Sem instrução e menos de 1 ano de estudo,36.0
Salvador (BA),3º trimestre 2014,Ensino fundamental incompleto ou equivalente,524.0
Salvador (BA),3º trimestre 2014,Ensino fundamental completo ou equivalente,170.0
Salvador (BA),3º trimestre 2014,Ensino médio incompleto ou equivalente,204.0
Salvador (BA),3º trimestre 2014,Ensino médio completo ou equivalente,812.0
Salvador (BA),3º trimestre 2014,Ensino superior incompleto ou equivalente,157.0
Salvador (BA),3º trimestre 2014,Ensino superior completo ou equivalente,367.0
Salvador (BA),3º trimestre 2014,Não determinado,0.0
Salvador (BA),4º trimestre 2014,Sem instrução e menos de 1 ano de estudo,41.0
Salvador (BA),4º trimestre 2014,Ensino fundamental incompleto ou equivalente,490.0
Salvador (BA),4º trimestre 2014,Ensino fundamental completo ou equivalente,224.0
Salvador (BA),4º trimestre 2014,Ensino médio incompleto ou equivalente,173.0
Salvador (BA),4º trimestre 2014,Ensino médio completo ou equivalente,830.0
Salvador (BA),4º trimestre 2014,Ensino superior incompleto ou equivalente,178.0
Salvador (BA),4º trimestre 2014,Ensino superior completo ou equivalente,381.0
Salvador (BA),4º trimestre 2014,Não determinado,0.0
Salvador (BA),1º trimestre 2015,Sem instrução e menos de 1 ano de estudo,41.0
Salvador (BA),1º trimestre 2015,Ensino fundamental incompleto ou equivalente,473.0
Salvador (BA),1º trimestre 2015,Ensino fundamental completo ou equivalente,199.0
Salvador (BA),1º trimestre 2015,Ensino médio incompleto ou equivalente,158.0
Salvador (BA),1º trimestre 2015,Ensino médio completo ou equivalente,867.0
Salvador (BA),1º trimestre 2015,Ensino superior incompleto ou equivalente,180.0
Salvador (BA),1º trimestre 2015,Ensino superior completo ou equivalente,398.0
Salvador (BA),1º trimestre 2015,Não determinado,0.0
Salvador (BA),2º trimestre 2015,Sem instrução e menos de 1 ano de estudo,44.0
Salvador (BA),2º trimestre 2015,Ensino fundamental incompleto ou equivalente,493.0
Salvador (BA),2º trimestre 2015,Ensino fundamental completo ou equivalente,141.0
Salvador (BA),2º trimestre 2015,Ensino médio incompleto ou equivalente,181.0
Salvador (BA),2º trimestre 2015,Ensino médio completo ou equivalente,885.0
Salvador (BA),2º trimestre 2015,Ensino superior incompleto ou equivalente,186.0
Salvador (BA),2º trimestre 2015,Ensino superior completo ou equivalente,416.0
Salvador (BA),2º trimestre 2015,Não determinado,0.0
Salvador (BA),3º trimestre 2015,Sem instrução e menos de 1 ano de estudo,43.0
Salvador (BA),3º trimestre 2015,Ensino fundamental incompleto ou equivalente,485.0
Salvador (BA),3º trimestre 2015,Ensino fundamental completo ou equivalente,175.0
Salvador (BA),3º trimestre 2015,Ensino médio incompleto ou equivalente,155.0
Salvador (BA),3º trimestre 2015,Ensino médio completo ou equivalente,876.0
Salvador (BA),3º trimestre 2015,Ensino superior incompleto ou equivalente,172.0
Salvador (BA),3º trimestre 2015,Ensino superior completo ou equivalente,439.0
Salvador (BA),3º trimestre 2015,Não determinado,0.0
Salvador (BA),4º trimestre 2015,Sem instrução e menos de 1 ano de estudo,52.0
Salvador (BA),4º trimestre 2015,Ensino fundamental incompleto ou equivalente,469.0
Salvador (BA),4º trimestre 2015,Ensino fundamental completo ou equivalente,166.0
Salvador (BA),4º trimestre 2015,Ensino médio incompleto ou equivalente,160.0
Salvador (BA),4º trimestre 2015,Ensino médio completo ou equivalente,915.0
Salvador (BA),4º trimestre 2015,Ensino superior incompleto ou equivalente,182.0
Salvador (BA),4º trimestre 2015,Ensino superior completo ou equivalente,416.0
Salvador (BA),4º trimestre 2015,Não determinado,0.0
Salvador (BA),1º trimestre 2016,Sem instrução e menos de 1 ano de estudo,53.0
Salvador (BA),1º trimestre 2016,Ensino fundamental incompleto ou equivalente,487.0
Salvador (BA),1º trimestre 2016,Ensino fundamental completo ou equivalente,153.0
Salvador (BA),1º trimestre 2016,Ensino médio incompleto ou equivalente,174.0
