municipio,trimestre,Nivel de Instrução,quantidade de escolaridade
Salvador (BA),1º trimestre 2016,Ensino médio completo ou equivalente,879.0
Salvador (BA),1º trimestre 2016,Ensino superior incompleto ou equivalente,184.0
Salvador (BA),1º trimestre 2016,Ensino superior completo ou equivalente,420.0
Salvador (BA),1º trimestre 2016,Não determinado,0.0
Salvador (BA),2º trimestre 2016,Sem instrução e menos de 1 ano de estudo,55.0
Salvador (BA),2º trimestre 2016,Ensino fundamental incompleto ou equivalente,502.0
Salvador (BA),2º trimestre 2016,Ensino fundamental completo ou equivalente,163.0
Salvador (BA),2º trimestre 2016,Ensino médio incompleto ou equivalente,180.0
Salvador (BA),2º trimestre 2016,Ensino médio completo ou equivalente,852.0
Salvador (BA),2º trimestre 2016,Ensino superior incompleto ou equivalente,189.0
Salvador (BA),2º trimestre 2016,Ensino superior completo ou equivalente,411.0
Salvador (BA),2º trimestre 2016,Não determinado,0.0
Salvador (BA),3º trimestre 2016,Sem instrução e menos de 1 ano de estudo,56.0
Salvador (BA),3º trimestre 2016,Ensino fundamental incompleto ou equivalente,514.0
Salvador (BA),3º trimestre 2016,Ensino fundamental completo ou equivalente,162.0
Salvador (BA),3º trimestre 2016,Ensino médio incompleto ou equivalente,191.0
Salvador (BA),3º trimestre 2016,Ensino médio completo ou equivalente,835.0
Salvador (BA),3º trimestre 2016,Ensino superior incompleto ou equivalente,183.0
Salvador (BA),3º trimestre 2016,Ensino superior completo ou equivalente,395.0
Salvador (BA),3º trimestre 2016,Não determinado,0.0
Salvador (BA),4º trimestre 2016,Sem instrução e menos de 1 ano de estudo,71.0
Salvador (BA),4º trimestre 2016,Ensino fundamental incompleto ou equivalente,498.0
Salvador (BA),4º trimestre 2016,Ensino fundamental completo ou equivalente,178.0
Salvador (BA),4º trimestre 2016,Ensino médio incompleto ou equivalente,209.0
Salvador (BA),4º trimestre 2016,Ensino médio completo ou equivalente,803.0
Salvador (BA),4º trimestre 2016,Ensino superior incompleto ou equivalente,181.0
Salvador (BA),4º trimestre 2016,Ensino superior completo ou equivalente,406.0
Salvador (BA),4º trimestre 2016,Não determinado,0.0
Salvador (BA),1º trimestre 2017,Sem instrução e menos de 1 ano de estudo,67.0
Salvador (BA),1º trimestre 2017,Ensino fundamental incompleto ou equivalente,471.0
Salvador (BA),1º trimestre 2017,Ensino fundamental completo ou equivalente,157.0
Salvador (BA),1º trimestre 2017,Ensino médio incompleto ou equivalente,201.0
Salvador (BA),1º trimestre 2017,Ensino médio completo ou equivalente,841.0
Salvador (BA),1º trimestre 2017,Ensino superior incompleto ou equivalente,189.0
Salvador (BA),1º trimestre 2017,Ensino superior completo ou equivalente,432.0
Salvador (BA),1º trimestre 2017,Não determinado,0.0
Salvador (BA),2º trimestre 2017,Sem instrução e menos de 1 ano de estudo,74.0
Salvador (BA),2º trimestre 2017,Ensino fundamental incompleto ou equivalente,467.0
Salvador (BA),2º trimestre 2017,Ensino fundamental completo ou equivalente,149.0
Salvador (BA),2º trimestre 2017,Ensino médio incompleto ou equivalente,214.0
Salvador (BA),2º trimestre 2017,Ensino médio completo ou equivalente,833.0
Salvador (BA),2º trimestre 2017,Ensino superior incompleto ou equivalente,179.0
Salvador (BA),2º trimestre 2017,Ensino superior completo ou equivalente,443.0
Salvador (BA),2º trimestre 2017,Não determinado,0.0
Salvador (BA),3º trimestre 2017,Sem instrução e menos de 1 ano de estudo,87.0
Salvador (BA),3º trimestre 2017,Ensino fundamental incompleto ou equivalente,479.0
Salvador (BA),3º trimestre 2017,Ensino fundamental completo ou equivalente,161.0
Salvador (BA),3º trimestre 2017,Ensino médio incompleto ou equivalente,211.0
Salvador (BA),3º trimestre 2017,Ensino médio completo ou equivalente,842.0
Salvador (BA),3º trimestre 2017,Ensino superior incompleto ou equivalente,189.0
Salvador (BA),3º trimestre 2017,Ensino superior completo ou equivalente,400.0
Salvador (BA),3º trimestre 2017,Não determinado,0.0
Salvador (BA),4º trimestre 2017,Sem instrução e menos de 1 ano de estudo,83.0
Salvador (BA),4º trimestre 2017,Ensino fundamental incompleto ou equivalente,527.0
Salvador (BA),4º trimestre 2017,Ensino fundamental completo ou equivalente,157.0
Salvador (BA),4º trimestre 2017,Ensino médio incompleto ou equivalente,189.0
Salvador (BA),4º trimestre 2017,Ensino médio completo ou equivalente,787.0
Salvador (BA),4º trimestre 2017,Ensino superior incompleto ou equivalente,192.0
Salvador (BA),4º trimestre 2017,Ensino superior completo ou equivalente,445.0
Salvador (BA),4º trimestre 2017,Não determinado,0.0
Salvador (BA),1º trimestre 2018,Sem instrução e menos de 1 ano de estudo,66.0
Salvador (BA),1º trimestre 2018,Ensino fundamental incompleto ou equivalente,496.0
Salvador (BA),1º trimestre 2018,Ensino fundamental completo ou equivalente,164.0
Salvador (BA),1º trimestre 2018,Ensino médio incompleto ou equivalente,159.0
Salvador (BA),1º trimestre 2018,Ensino médio completo ou equivalente,855.0
Salvador (BA),1º trimestre 2018,Ensino superior incompleto ou equivalente,208.0
Salvador (BA),1º trimestre 2018,Ensino superior completo ou equivalente,434.0
Salvador (BA),1º trimestre 2018,Não determinado,0.0
Salvador (BA),2º trimestre 2018,Sem instrução e menos de 1 ano de estudo,77.0
Salvador (BA),2º trimestre 2018,Ensino fundamental incompleto ou equivalente,506.0
Salvador (BA),2º trimestre 2018,Ensino fundamental completo ou equivalente,143.0
Salvador (BA),2º trimestre 2018,Ensino médio incompleto ou equivalente,157.0
Salvador (BA),2º trimestre 2018,Ensino médio completo ou equivalente,837.0
Salvador (BA),2º trimestre 2018,Ensino superior incompleto ou equivalente,233.0
Salvador (BA),2º trimestre 2018,Ensino superior completo ou equivalente,427.0
Salvador (BA),2º trimestre 2018,Não determinado,0.0
Salvador (BA),3º trimestre 2018,Sem instrução e menos de 1 ano de estudo,57.0
Salvador (BA),3º trimestre 2018,Ensino fundamental incompleto ou equivalente,516.0
Salvador (BA),3º trimestre 2018,Ensino fundamental completo ou equivalente,153.0
Salvador (BA),3º trimestre 2018,Ensino médio incompleto ou equivalente,178.0
Salvador (BA),3º trimestre 2018,Ensino médio completo ou equivalente,787.0
Salvador (BA),3º trimestre 2018,Ensino superior incompleto ou equivalente,225.0
Salvador (BA),3º trimestre 2018,Ensino superior completo ou equivalente,484.0
Salvador (BA),3º trimestre 2018,Não determinado,0.0
Salvador (BA),4º trimestre 2018,Sem instrução e menos de 1 ano de estudo,50.0
Salvador (BA),4º trimestre 2018,Ensino fundamental incompleto ou equivalente,496.0
Salvador (BA),4º trimestre 2018,Ensino fundamental completo ou equivalente,141.0
Salvador (BA),4º trimestre 2018,Ensino médio incompleto ou equivalente,160.0
Salvador (BA),4º trimestre 2018,Ensino médio completo ou equivalente,838.0
Salvador (BA),4º trimestre 2018,Ensino superior incompleto ou equivalente,211.0
Salvador (BA),4º trimestre 2018,Ensino superior completo ou equivalente,501.0
Salvador (BA),4º trimestre 2018,Não determinado,0.0
Salvador (BA),1º trimestre 2019,Sem instrução e menos de 1 ano de estudo,50.0
Salvador (BA),1º trimestre 2019,Ensino fundamental incompleto ou equivalente,495.0
Salvador (BA),1º trimestre 2019,Ensino fundamental completo ou equivalente,150.0
Salvador (BA),1º trimestre 2019,Ensino médio incompleto ou equivalente,160.0
Salvador (BA),1º trimestre 2019,Ensino médio completo ou equivalente,836.0
Salvador (BA),1º trimestre 2019,Ensino superior incompleto ou equivalente,219.0
Salvador (BA),1º trimestre 2019,Ensino superior completo ou equivalente,501.0
Salvador (BA),1º trimestre 2019,Não determinado,0.0
Salvador (BA),2º trimestre 2019,Sem instrução e menos de 1 ano de estudo,47.0
Salvador (BA),2º trimestre 2019,Ensino fundamental incompleto ou equivalente,525.0
Salvador (BA),2º trimestre 2019,Ensino fundamental completo ou equivalente,137.0
Salvador (BA),2º trimestre 2019,Ensino médio incompleto ou equivalente,187.0
Salvador (BA),2º trimestre 2019,Ensino médio completo ou equivalente,824.0
Salvador (BA),2º trimestre 2019,Ensino superior incompleto ou equivalente,194.0
Salvador (BA),2º trimestre 2019,Ensino superior completo ou equivalente,521.0
Salvador (BA),2º trimestre 2019,Não determinado,0.0
Salvador (BA),3º trimestre 2019,Sem instrução e menos de 1 ano de estudo,46.0
Salvador (BA),3º trimestre 2019,Ensino fundamental incompleto ou equivalente,498.0
Salvador (BA),3º trimestre 2019,Ensino fundamental completo ou equivalente,152.0
Salvador (BA),3º trimestre 2019,Ensino médio incompleto ou equivalente,178.0
Salvador (BA),3º trimestre 2019,Ensino médio completo ou equivalente,815.0
Salvador (BA),3º trimestre 2019,Ensino superior incompleto ou equivalente,217.0
Salvador (BA),3º trimestre 2019,Ensino superior completo ou equivalente,505.0
Salvador (BA),3º trimestre 2019,Não determinado,0.0
Salvador (BA),4º trimestre 2019,Sem instrução e menos de 1 ano de estudo,52.0
Salvador (BA),4º trimestre 2019,Ensino fundamental incompleto ou equivalente,458.0
Salvador (BA),4º trimestre 2019,Ensino fundamental completo ou equivalente,137.0
Salvador (BA),4º trimestre 2019,Ensino médio incompleto ou equivalente,173.0
Salvador (BA),4º trimestre 2019,Ensino médio completo ou equivalente,841.0
Salvador (BA),4º trimestre 2019,Ensino superior incompleto ou equivalente,201.0
Salvador (BA),4º trimestre 2019,Ensino superior completo ou equivalente,539.0
Salvador (BA),4º trimestre 2019,Não determinado,0.0
Salvador (BA),1º trimestre 2020,Sem instrução e menos de 1 ano de estudo,42.0
Salvador (BA),1º trimestre 2020,Ensino fundamental incompleto ou equivalente,429.0
Salvador (BA),1º trimestre 2020,Ensino fundamental completo ou equivalente,145.0
Salvador (BA),1º trimestre 2020,Ensino médio incompleto ou equivalente,201.0
Salvador (BA),1º trimestre 2020,Ensino médio completo ou equivalente,824.0
Salvador (BA),1º trimestre 2020,Ensino superior incompleto ou equivalente,211.0
Salvador (BA),1º trimestre 2020,Ensino superior completo ou equivalente,566.0
Salvador (BA),1º trimestre 2020,Não determinado,0.0
Salvador (BA),2º trimestre 2020,Sem instrução e menos de 1 ano de estudo,0.0
Salvador (BA),2º trimestre 2020,Ensino fundamental incompleto ou equivalente,0.0
Salvador (BA),2º trimestre 2020,Ensino fundamental completo ou equivalente,0.0
Salvador (BA),2º trimestre 2020,Ensino médio incompleto ou equivalente,0.0
Salvador (BA),2º trimestre 2020,Ensino médio completo ou equivalente,0.0
Salvador (BA),2º trimestre 2020,Ensino superior incompleto ou equivalente,0.0
Salvador (BA),2º trimestre 2020,Ensino superior completo ou equivalente,0.0
Salvador (BA),2º trimestre 2020,Não determinado,0.0
Salvador (BA),3º trimestre 2020,Sem instrução e menos de 1 ano de estudo,0.0
Salvador (BA),3º trimestre 2020,Ensino fundamental incompleto ou equivalente,0.0
Salvador (BA),3º trimestre 2020,Ensino fundamental completo ou equivalente,0.0
Salvador (BA),3º trimestre 2020,Ensino médio incompleto ou equivalente,0.0
Salvador (BA),3º trimestre 2020,Ensino médio completo ou equivalente,0.0
Salvador (BA),3º trimestre 2020,Ensino superior incompleto ou equivalente,0.0
Salvador (BA),3º trimestre 2020,Ensino superior completo ou equivalente,0.0
Salvador (BA),3º trimestre 2020,Não determinado,0.0
Salvador (BA),4º trimestre 2020,Sem instrução e menos de 1 ano de estudo,0.0
Salvador (BA),4º trimestre 2020,Ensino fundamental incompleto ou equivalente,0.0
Salvador (BA),4º trimestre 2020,Ensino fundamental completo ou equivalente,0.0
Salvador (BA),4º trimestre 2020,Ensino médio incompleto ou equivalente,0.0
Salvador (BA),4º trimestre 2020,Ensino médio completo ou equivalente,0.0
Salvador (BA),4º trimestre 2020,Ensino superior incompleto ou equivalente,0.0
Salvador (BA),4º trimestre 2020,Ensino superior completo ou equivalente,0.0
Salvador (BA),4º trimestre 2020,Não determinado,0.0
Salvador (BA),1º trimestre 2021,Sem instrução e menos de 1 ano de estudo,0.0
Salvador (BA),1º trimestre 2021,Ensino fundamental incompleto ou equivalente,0.0
Salvador (BA),1º trimestre 2021,Ensino fundamental completo ou equivalente,0.0
Salvador (BA),1º trimestre 2021,Ensino médio incompleto ou equivalente,0.0
Salvador (BA),1º trimestre 2021,Ensino médio completo ou equivalente,0.0
Salvador (BA),1º trimestre 2021,Ensino superior incompleto ou equivalente,0.0
Salvador (BA),1º trimestre 2021,Ensino superior completo ou equivalente,0.0
Salvador (BA),1º trimestre 2021,Não determinado,0.0
Salvador (BA),2º trimestre 2021,Sem instrução e menos de 1 ano de estudo,0.0
Salvador (BA),2º trimestre 2021,Ensino fundamental incompleto ou equivalente,0.0
Salvador (BA),2º trimestre 2021,Ensino fundamental completo ou equivalente,0.0
Salvador (BA),2º trimestre 2021,Ensino médio incompleto ou equivalente,0.0
Salvador (BA),2º trimestre 2021,Ensino médio completo ou equivalente,0.0
Salvador (BA),2º trimestre 2021,Ensino superior incompleto ou equivalente,0.0
Salvador (BA),2º trimestre 2021,Ensino superior completo ou equivalente,0.0
Salvador (BA),2º trimestre 2021,Não determinado,0.0
Salvador (BA),3º trimestre 2021,Sem instrução e menos de 1 ano de estudo,0.0
Salvador (BA),3º trimestre 2021,Ensino fundamental incompleto ou equivalente,0.0
Salvador (BA),3º trimestre 2021,Ensino fundamental completo ou equivalente,0.0
Salvador (BA),3º trimestre 2021,Ensino médio incompleto ou equivalente,0.0
Salvador (BA),3º trimestre 2021,Ensino médio completo ou equivalente,0.0
Salvador (BA),3º trimestre 2021,Ensino superior incompleto ou equivalente,0.0
Salvador (BA),3º trimestre 2021,Ensino superior completo ou equivalente,0.0
Salvador (BA),3º trimestre 2021,Não determinado,0.0
Salvador (BA),4º trimestre 2021,Sem instrução e menos de 1 ano de estudo,0.0
Salvador (BA),4º trimestre 2021,Ensino fundamental incompleto ou equivalente,0.0
Salvador (BA),4º trimestre 2021,Ensino fundamental completo ou equivalente,0.0
Salvador (BA),4º trimestre 2021,Ensino médio incompleto ou equivalente,0.0
Salvador (BA),4º trimestre 2021,Ensino médio completo ou equivalente,0.0
Salvador (BA),4º trimestre 2021,Ensino superior incompleto ou equivalente,0.0
Salvador (BA),4º trimestre 2021,Ensino superior completo ou equivalente,0.0
Salvador (BA),4º trimestre 2021,Não determinado,0.0
Salvador (BA),1º trimestre 2022,Sem instrução e menos de 1 ano de estudo,0.0
Salvador (BA),1º trimestre 2022,Ensino fundamental incompleto ou equivalente,0.0
Salvador (BA),1º trimestre 2022,Ensino fundamental completo ou equivalente,0.0
Salvador (BA),1º trimestre 2022,Ensino médio incompleto ou equivalente,0.0
Salvador (BA),1º trimestre 2022,Ensino médio completo ou equivalente,0.0
Salvador (BA),1º trimestre 2022,Ensino superior incompleto ou equivalente,0.0
Salvador (BA),1º trimestre 2022,Ensino superior completo ou equivalente,0.0
Salvador (BA),1º trimestre 2022,Não determinado,0.0
Salvador (BA),2º trimestre 2022,Sem instrução e menos de 1 ano de estudo,53.0
Salvador (BA),2º trimestre 2022,Ensino fundamental incompleto ou equivalente,455.0
Salvador (BA),2º trimestre 2022,Ensino fundamental completo ou equivalente,165.0
Salvador (BA),2º trimestre 2022,Ensino médio incompleto ou equivalente,183.0
Salvador (BA),2º trimestre 2022,Ensino médio completo ou equivalente,941.0
Salvador (BA),2º trimestre 2022,Ensino superior incompleto ou equivalente,135.0
Salvador (BA),2º trimestre 2022,Ensino superior completo ou equivalente,497.0
Salvador (BA),2º trimestre 2022,Não determinado,0.0
Salvador (BA),3º trimestre 2022,Sem instrução e menos de 1 ano de estudo,67.0
Salvador (BA),3º trimestre 2022,Ensino fundamental incompleto ou equivalente,442.0
Salvador (BA),3º trimestre 2022,Ensino fundamental completo ou equivalente,161.0
Salvador (BA),3º trimestre 2022,Ensino médio incompleto ou equivalente,188.0
Salvador (BA),3º trimestre 2022,Ensino médio completo ou equivalente,913.0
Salvador (BA),3º trimestre 2022,Ensino superior incompleto ou equivalente,165.0
Salvador (BA),3º trimestre 2022,Ensino superior completo ou equivalente,510.0
Salvador (BA),3º trimestre 2022,Não determinado,0.0
Salvador (BA),4º trimestre 2022,Sem instrução e menos de 1 ano de estudo,62.0
Salvador (BA),4º trimestre 2022,Ensino fundamental incompleto ou equivalente,438.0
Salvador (BA),4º trimestre 2022,Ensino fundamental completo ou equivalente,137.0
Salvador (BA),4º trimestre 2022,Ensino médio incompleto ou equivalente,189.0
Salvador (BA),4º trimestre 2022,Ensino médio completo ou equivalente,891.0
Salvador (BA),4º trimestre 2022,Ensino superior incompleto ou equivalente,167.0
Salvador (BA),4º trimestre 2022,Ensino superior completo ou equivalente,556.0
Salvador (BA),4º trimestre 2022,Não determinado,0.0
Salvador (BA),1º trimestre 2023,Sem instrução e menos de 1 ano de estudo,57.0
Salvador (BA),1º trimestre 2023,Ensino fundamental incompleto ou equivalente,439.0
Salvador (BA),1º trimestre 2023,Ensino fundamental completo ou equivalente,142.0
Salvador (BA),1º trimestre 2023,Ensino médio incompleto ou equivalente,165.0
Salvador (BA),1º trimestre 2023,Ensino médio completo ou equivalente,938.0
Salvador (BA),1º trimestre 2023,Ensino superior incompleto ou equivalente,185.0
Salvador (BA),1º trimestre 2023,Ensino superior completo ou equivalente,509.0
